;codigo_ibge;codigo;municipio;uf;codigo_uf;capital;latitude;longitude;UTI adulto I;UTI adulto II;UTI adulto III;UTI coronariana tipo II -UCO tipo II;UTI coronariana tipo III - UCO tipo III;UTI de Queimados;UTI pediátrica I;UTI pediátrica II;UTI pediátrica III;Unidade isolamento;Total
836;4315156.0;431515;Progresso;RS;43;0.0;-29.2441;-52.3197;0;0;0;0;0;0;0;0;0;1;1
837;4315107.0;431510;Porto Xavier;RS;43;0.0;-27.9082;-55.1379;0;0;0;0;0;0;0;0;0;1;1
838;1503408.0;150340;Inhangapi;PA;15;0.0;-1.4349;-47.9114;0;0;0;0;0;0;0;0;0;1;1
839;4314704.0;431470;Planalto;RS;43;0.0;-27.3297;-53.0575;0;0;0;0;0;0;0;0;0;1;1
840;4316204.0;431620;Rondinha;RS;43;0.0;-27.8315;-52.9081;0;0;0;0;0;0;0;0;0;1;1
841;2933257.0;293325;Vereda;BA;29;0.0;-17.2183;-40.0974;0;0;0;0;0;0;0;0;0;1;1
842;1503101.0;150310;Gurupá;PA;15;0.0;-1.41412;-51.6338;0;0;0;0;0;0;0;0;0;1;1
843;4314506.0;431450;Pinheiro Machado;RS;43;0.0;-31.5794;-53.3798;0;0;0;0;0;0;0;0;0;1;1
844;2931301.0;293130;Tapiramutá;BA;29;0.0;-11.8475;-40.7927;0;0;0;0;0;0;0;0;0;1;1
845;1503457.0;150345;Ipixuna do Pará;PA;15;0.0;-2.55992;-47.5059;0;0;0;0;0;0;0;0;0;1;1
846;3162708.0;316270;São João do Paraíso;MG;31;0.0;-15.3168;-42.0213;0;0;0;0;0;0;0;0;0;1;1
847;4312203.0;431220;Maximiliano de Almeida;RS;43;0.0;-27.6325;-51.802;0;0;0;0;0;0;0;0;0;1;1
848;4314027.0;431402;Paraíso do Sul;RS;43;0.0;-29.6717;-53.144;0;0;0;0;0;0;0;0;0;1;1
849;4314001.0;431400;Paraí;RS;43;0.0;-28.5964;-51.7896;0;0;0;0;0;0;0;0;0;1;1
850;4313607.0;431360;Paim Filho;RS;43;0.0;-27.7075;-51.76300000000001;0;0;0;0;0;0;0;0;0;1;1
851;2933208.0;293320;Vera Cruz;BA;29;0.0;-12.9568;-38.6153;0;0;0;0;0;0;0;0;0;1;1
852;1504000.0;150400;Limoeiro do Ajuru;PA;15;0.0;-1.8985;-49.3903;0;0;0;0;0;0;0;0;0;1;1
853;1502905.0;150290;Curuçá;PA;15;0.0;-0.733214;-47.8515;0;0;0;0;0;0;0;0;0;1;1
854;1502806.0;150280;Curralinho;PA;15;0.0;-1.81179;-49.7952;0;0;0;0;0;0;0;0;0;1;1
855;4313201.0;431320;Nova Petrópolis;RS;43;0.0;-29.3741;-51.1136;0;0;0;0;0;0;0;0;0;1;1
856;4312906.0;431290;Nova Bassano;RS;43;0.0;-28.7291;-51.7072;0;0;0;0;0;0;0;0;0;1;1
857;3157906.0;315790;Santa Margarida;MG;31;0.0;-20.3839;-42.2519;0;0;0;0;0;0;0;0;0;1;1
858;1502301.0;150230;Capitão Poço;PA;15;0.0;-1.74785;-47.0629;0;0;0;0;0;0;0;0;0;1;1
859;2931509.0;293150;Teofilândia;BA;29;0.0;-11.4827;-38.9913;0;0;0;0;0;0;0;0;0;1;1
860;4305900.0;430590;Coronel Bicaco;RS;43;0.0;-27.7197;-53.7022;0;0;0;0;0;0;0;0;0;1;1
861;4308201.0;430820;Flores da Cunha;RS;43;0.0;-29.0261;-51.1875;0;0;0;0;0;0;0;0;0;1;1
862;4219606.0;421960;Xavantina;SC;42;0.0;-27.0667;-52.343;0;0;0;0;0;0;0;0;0;1;1
863;1507201.0;150720;São Domingos do Capim;PA;15;0.0;-1.6876799999999998;-47.7665;0;0;0;0;0;0;0;0;0;1;1
864;4219200.0;421920;Vidal Ramos;SC;42;0.0;-27.3886;-49.3593;0;0;0;0;0;0;0;0;0;1;1
865;4219101.0;421910;Vargeão;SC;42;0.0;-26.8621;-52.1549;0;0;0;0;0;0;0;0;0;1;1
866;4218756.0;421875;Tunápolis;SC;42;0.0;-26.9681;-53.6417;0;0;0;0;0;0;0;0;0;1;1
867;2928901.0;292890;São Desidério;BA;29;0.0;-12.3572;-44.9769;0;0;0;0;0;0;0;0;0;1;1
868;4218608.0;421860;Trombudo Central;SC;42;0.0;-27.3033;-49.793;0;0;0;0;0;0;0;0;0;1;1
869;4218301.0;421830;Três Barras;SC;42;0.0;-26.1056;-50.3197;0;0;0;0;0;0;0;0;0;1;1
870;1507474.0;150747;São João de Pirabas;PA;15;0.0;-0.780222;-47.181;0;0;0;0;0;0;0;0;0;1;1
871;4217907.0;421790;Tangará;SC;42;0.0;-27.0996;-51.2473;0;0;0;0;0;0;0;0;0;1;1
872;4217808.0;421780;Taió;SC;42;0.0;-27.121;-49.9942;0;0;0;0;0;0;0;0;0;1;1
873;4217709.0;421770;Sombrio;SC;42;0.0;-29.108;-49.6328;0;0;0;0;0;0;0;0;0;1;1
874;4217501.0;421750;Seara;SC;42;0.0;-27.1564;-52.299;0;0;0;0;0;0;0;0;0;1;1
875;4217303.0;421730;Saudades;SC;42;0.0;-26.9317;-53.0021;0;0;0;0;0;0;0;0;0;1;1
876;1507508.0;150750;São João do Araguaia;PA;15;0.0;-5.36334;-48.7926;0;0;0;0;0;0;0;0;0;1;1
877;3200201.0;320020;Alegre;ES;32;0.0;-20.758000000000006;-41.5382;0;0;0;0;0;0;0;0;0;1;1
878;4216701.0;421670;São José do Cedro;SC;42;0.0;-26.4561;-53.4955;0;0;0;0;0;0;0;0;0;1;1
879;3200409.0;320040;Anchieta;ES;32;0.0;-20.7955;-40.6425;0;0;0;0;0;0;0;0;0;1;1
880;3200805.0;320080;Baixo Guandu;ES;32;0.0;-19.5213;-41.0109;0;0;0;0;0;0;0;0;0;1;1
881;4216255.0;421625;São João do Oeste;SC;42;0.0;-27.0984;-53.5977;0;0;0;0;0;0;0;0;0;1;1
882;1507805.0;150780;Senador José Porfírio;PA;15;0.0;-4.31242;-51.5764;0;0;0;0;0;0;0;0;0;1;1
883;4215703.0;421570;Santo Amaro da Imperatriz;SC;42;0.0;-27.6852;-48.7813;0;0;0;0;0;0;0;0;0;1;1
884;4215505.0;421550;Santa Cecília;SC;42;0.0;-26.9592;-50.4252;0;0;0;0;0;0;0;0;0;1;1
885;4215307.0;421530;Salete;SC;42;0.0;-26.9798;-49.9988;0;0;0;0;0;0;0;0;0;1;1
886;1507904.0;150790;Soure;PA;15;0.0;-0.73032;-48.5015;0;0;0;0;0;0;0;0;0;1;1
887;2928208.0;292820;Santana;BA;29;0.0;-12.9792;-44.0506;0;0;0;0;0;0;0;0;0;1;1
888;2928000.0;292800;Santaluz;BA;29;0.0;-11.2508;-39.375;0;0;0;0;0;0;0;0;0;1;1
889;1508001.0;150800;Tomé-Açu;PA;15;0.0;-2.41302;-48.1415;0;0;0;0;0;0;0;0;0;1;1
890;4212908.0;421290;Pinhalzinho;SC;42;0.0;-26.8495;-52.9913;0;0;0;0;0;0;0;0;0;1;1
891;4212601.0;421260;Peritiba;SC;42;0.0;-27.3754;-51.9018;0;0;0;0;0;0;0;0;0;1;1
892;1507003.0;150700;Santo Antônio do Tauá;PA;15;0.0;-1.1522;-48.1314;0;0;0;0;0;0;0;0;0;1;1
893;3171709.0;317170;Virgínia;MG;31;0.0;-22.3264;-45.0965;0;0;0;0;0;0;0;0;0;1;1
894;3169208.0;316920;Tombos;MG;31;0.0;-20.9086;-42.0228;0;0;0;0;0;0;0;0;0;1;1
895;4300109.0;430010;Agudo;RS;43;0.0;-29.6447;-53.2515;0;0;0;0;0;0;0;0;0;1;1
896;1504802.0;150480;Monte Alegre;PA;15;0.0;-1.99768;-54.0724;0;0;0;0;0;0;0;0;0;1;1
897;1505031.0;150503;Novo Progresso;PA;15;0.0;-7.14347;-55.3786;0;0;0;0;0;0;0;0;0;1;1
898;2930758.0;293075;Sítio do Mato;BA;29;0.0;-13.0801;-43.4689;0;0;0;0;0;0;0;0;0;1;1
899;4307500.0;430750;Espumoso;RS;43;0.0;-28.7286;-52.8461;0;0;0;0;0;0;0;0;0;1;1
900;1505106.0;150510;Óbidos;PA;15;0.0;-1.90107;-55.5208;0;0;0;0;0;0;0;0;0;1;1
901;1505205.0;150520;Oeiras do Pará;PA;15;0.0;-2.00358;-49.8628;0;0;0;0;0;0;0;0;0;1;1
902;3169356.0;316935;Três Marias;MG;31;0.0;-18.2048;-45.2473;0;0;0;0;0;0;0;0;0;1;1
903;4306205.0;430620;Cruzeiro do Sul;RS;43;0.0;-29.5148;-51.9928;0;0;0;0;0;0;0;0;0;1;1
904;1505437.0;150543;Ourilândia do Norte;PA;15;0.0;-6.7529;-51.0858;0;0;0;0;0;0;0;0;0;1;1
905;4319158.0;431915;São Miguel das Missões;RS;43;0.0;-28.556;-54.5559;0;0;0;0;0;0;0;0;0;1;1
906;4305702.0;430570;Condor;RS;43;0.0;-28.2075;-53.4905;0;0;0;0;0;0;0;0;0;1;1
907;4305405.0;430540;Chiapetta;RS;43;0.0;-27.923;-53.9419;0;0;0;0;0;0;0;0;0;1;1
908;2930154.0;293015;Serra do Ramalho;BA;29;0.0;-13.5659;-43.5929;0;0;0;0;0;0;0;0;0;1;1
909;1505486.0;150548;Pacajá;PA;15;0.0;-3.83542;-50.6399;0;0;0;0;0;0;0;0;0;1;1
910;1505494.0;150549;Palestina do Pará;PA;15;0.0;-5.74027;-48.3181;0;0;0;0;0;0;0;0;0;1;1
911;2929602.0;292960;Sapeaçu;BA;29;0.0;-12.7208;-39.1824;0;0;0;0;0;0;0;0;0;1;1
912;1505809.0;150580;Portel;PA;15;0.0;-1.93639;-50.8194;0;0;0;0;0;0;0;0;0;1;1
913;1505908.0;150590;Porto de Moz;PA;15;0.0;-1.74691;-52.2361;0;0;0;0;0;0;0;0;0;1;1
914;4304002.0;430400;Campo Novo;RS;43;0.0;-27.6792;-53.8052;0;0;0;0;0;0;0;0;0;1;1
915;1506161.0;150616;Rio Maria;PA;15;0.0;-7.312360000000001;-50.0379;0;0;0;0;0;0;0;0;0;1;1
916;4303806.0;430380;Campinas do Sul;RS;43;0.0;-27.7174;-52.6248;0;0;0;0;0;0;0;0;0;1;1
917;4303608.0;430360;Cambará do Sul;RS;43;0.0;-29.0474;-50.1465;0;0;0;0;0;0;0;0;0;1;1
918;4303301.0;430330;Caibaté;RS;43;0.0;-28.2905;-54.6454;0;0;0;0;0;0;0;0;0;1;1
919;4302451.0;430245;Boqueirão do Leão;RS;43;0.0;-29.3046;-52.4284;0;0;0;0;0;0;0;0;0;1;1
920;4302303.0;430230;Bom Jesus;RS;43;0.0;-28.6697;-50.4295;0;0;0;0;0;0;0;0;0;1;1
921;3171204.0;317120;Vespasiano;MG;31;0.0;-19.6883;-43.9239;0;0;0;0;0;0;0;0;0;1;1
922;2929206.0;292920;São Francisco do Conde;BA;29;0.0;-12.6183;-38.6786;0;0;0;0;0;0;0;0;0;1;1
923;1506302.0;150630;Salvaterra;PA;15;0.0;-0.758444;-48.5139;0;0;0;0;0;0;0;0;0;1;1
924;4300208.0;430020;Ajuricaba;RS;43;0.0;-28.2342;-53.7757;0;0;0;0;0;0;0;0;0;1;1
925;3156809.0;315680;Sabinópolis;MG;31;0.0;-18.6653;-43.0752;0;0;0;0;0;0;0;0;0;1;1
926;4212007.0;421200;Palma Sola;SC;42;0.0;-26.3471;-53.2771;0;0;0;0;0;0;0;0;0;1;1
927;1501253.0;150125;Bannach;PA;15;0.0;-7.34779;-50.3959;0;0;0;0;0;0;0;0;0;1;1
928;1501204.0;150120;Baião;PA;15;0.0;-2.79021;-49.6694;0;0;0;0;0;0;0;0;0;1;1
929;5207535.0;520753;Faina;GO;52;0.0;-15.4473;-50.3622;0;0;0;0;0;0;0;0;0;1;1
930;5206206.0;520620;Cristalina;GO;52;0.0;-16.7676;-47.6131;0;0;0;0;0;0;0;0;0;1;1
931;5205513.0;520551;Cocalzinho de Goiás;GO;52;0.0;-15.7914;-48.7747;0;0;0;0;0;0;0;0;0;1;1
932;5205455.0;520545;Cezarina;GO;52;0.0;-16.9718;-49.7758;0;0;0;0;0;0;0;0;0;1;1
933;3115805.0;311580;Centralina;MG;31;0.0;-18.5852;-49.2014;0;0;0;0;0;0;0;0;0;1;1
934;3115508.0;311550;Caxambu;MG;31;0.0;-21.9753;-44.9319;0;0;0;0;0;0;0;0;0;1;1
935;5205000.0;520500;Carmo do Rio Verde;GO;52;0.0;-15.3549;-49.708;0;0;0;0;0;0;0;0;0;1;1
936;5204656.0;520465;Campinaçu;GO;52;0.0;-13.787;-48.5704;0;0;0;0;0;0;0;0;0;1;1
937;1301654.0;130165;Guajará;AM;13;0.0;-7.53797;-72.5907;0;0;0;0;0;0;0;0;0;1;1
938;3139607.0;313960;Mantena;MG;31;0.0;-18.7761;-40.9874;0;0;0;0;0;0;0;0;0;1;1
939;5203203.0;520320;Barro Alto;GO;52;0.0;-14.9658;-48.9086;0;0;0;0;0;0;0;0;0;1;1
940;5201504.0;520150;Aporé;GO;52;0.0;-18.9607;-51.9232;0;0;0;0;0;0;0;0;0;1;1
941;5105507.0;510550;Vila Bela da Santíssima Trindade;MT;51;0.0;-15.0068;-59.9504;0;0;0;0;0;0;0;0;0;1;1
942;5108105.0;510810;Tesouro;MT;51;0.0;-16.0809;-53.559;0;0;0;0;0;0;0;0;0;1;1
943;5108055.0;510805;Terra Nova do Norte;MT;51;0.0;-10.517;-55.231;0;0;0;0;0;0;0;0;0;1;1
944;5108006.0;510800;Tapurah;MT;51;0.0;-12.695;-56.5178;0;0;0;0;0;0;0;0;0;1;1
945;5107941.0;510794;Tabaporã;MT;51;0.0;-11.3007;-56.8312;0;0;0;0;0;0;0;0;0;1;1
946;1302801.0;130280;Maraã;AM;13;0.0;-1.85313;-65.57300000000001;0;0;0;0;0;0;0;0;0;1;1
947;5107875.0;510787;Sapezal;MT;51;0.0;-12.9892;-58.7645;0;0;0;0;0;0;0;0;0;1;1
948;5107800.0;510780;Santo Antônio do Leverger;MT;51;0.0;-15.8632;-56.0788;0;0;0;0;0;0;0;0;0;1;1
949;5107701.0;510770;Rosário Oeste;MT;51;0.0;-14.8259;-56.4236;0;0;0;0;0;0;0;0;0;1;1
950;1303007.0;130300;Nhamundá;AM;13;0.0;-2.20793;-56.7112;0;0;0;0;0;0;0;0;0;1;1
951;3142700.0;314270;Montalvânia;MG;31;0.0;-14.4197;-44.3719;0;0;0;0;0;0;0;0;0;1;1
952;3112703.0;311270;Capitão Enéas;MG;31;0.0;-16.3265;-43.7084;0;0;0;0;0;0;0;0;0;1;1
953;3111507.0;311150;Campos Altos;MG;31;0.0;-19.6914;-46.1725;0;0;0;0;0;0;0;0;0;1;1
954;3144003.0;314400;Mutum;MG;31;0.0;-19.8121;-41.4407;0;0;0;0;0;0;0;0;0;1;1
955;5106299.0;510629;Paranaíta;MT;51;0.0;-9.65835;-56.4786;0;0;0;0;0;0;0;0;0;1;1
956;5106273.0;510627;Novo Horizonte do Norte;MT;51;0.0;-11.4089;-57.3488;0;0;0;0;0;0;0;0;0;1;1
957;5106224.0;510622;Nova Mutum;MT;51;0.0;-13.8374;-56.0743;0;0;0;0;0;0;0;0;0;1;1
958;5208509.0;520850;Goiandira;GO;52;0.0;-18.1352;-48.0875;0;0;0;0;0;0;0;0;0;1;1
959;1300839.0;130083;Caapiranga;AM;13;0.0;-3.31537;-61.2206;0;0;0;0;0;0;0;0;0;1;1
960;5208806.0;520880;Goianira;GO;52;0.0;-16.4947;-49.427;0;0;0;0;0;0;0;0;0;1;1
961;5216403.0;521640;Paraúna;GO;52;0.0;-16.9463;-50.4484;0;0;0;0;0;0;0;0;0;1;1
962;1100452.0;110045;Buritis;RO;11;0.0;-10.1943;-63.8324;0;0;0;0;0;0;0;0;0;1;1
963;1100098.0;110009;Espigão D'Oeste;RO;11;0.0;-11.5266;-61.0252;0;0;0;0;0;0;0;0;0;1;1
964;5220405.0;522040;São Simão;GO;52;0.0;-18.996;-50.547;0;0;0;0;0;0;0;0;0;1;1
965;5220207.0;522020;São Miguel do Araguaia;GO;52;0.0;-13.2731;-50.1634;0;0;0;0;0;0;0;0;0;1;1
966;5219753.0;521975;Santo Antônio do Descoberto;GO;52;0.0;-15.9412;-48.2578;0;0;0;0;0;0;0;0;0;1;1
967;3125606.0;312560;Felisburgo;MG;31;0.0;-16.6348;-40.7605;0;0;0;0;0;0;0;0;0;1;1
968;1101492.0;110149;São Francisco do Guaporé;RO;11;0.0;-12.052;-63.56800000000001;0;0;0;0;0;0;0;0;0;1;1
969;5218607.0;521860;Rialma;GO;52;0.0;-15.3145;-49.5814;0;0;0;0;0;0;0;0;0;1;1
970;5217708.0;521770;Pontalina;GO;52;0.0;-17.5225;-49.4489;0;0;0;0;0;0;0;0;0;1;1
971;5217609.0;521760;Planaltina;GO;52;0.0;-15.452;-47.6089;0;0;0;0;0;0;0;0;0;1;1
972;3124104.0;312410;Esmeraldas;MG;31;0.0;-19.764;-44.3065;0;0;0;0;0;0;0;0;0;1;1
973;5217302.0;521730;Pirenópolis;GO;52;0.0;-15.8507;-48.9584;0;0;0;0;0;0;0;0;0;1;1
974;3123908.0;312390;Entre Rios de Minas;MG;31;0.0;-20.6706;-44.0654;0;0;0;0;0;0;0;0;0;1;1
975;3122702.0;312270;Dom Silvério;MG;31;0.0;-20.1627;-42.9627;0;0;0;0;0;0;0;0;0;1;1
976;1300631.0;130063;Beruri;AM;13;0.0;-3.89874;-61.3616;0;0;0;0;0;0;0;0;0;1;1
977;3135407.0;313540;Jeceaba;MG;31;0.0;-20.5339;-43.9894;0;0;0;0;0;0;0;0;0;1;1
978;1200450.0;120045;Senador Guiomard;AC;12;0.0;-10.1497;-67.7362;0;0;0;0;0;0;0;0;0;1;1
979;5214002.0;521400;Mozarlândia;GO;52;0.0;-14.7457;-50.5713;0;0;0;0;0;0;0;0;0;1;1
980;1300060.0;130006;Amaturá;AM;13;0.0;-3.37455;-68.2005;0;0;0;0;0;0;0;0;0;1;1
981;5213087.0;521308;Minaçu;GO;52;0.0;-13.5304;-48.2206;0;0;0;0;0;0;0;0;0;1;1
982;3122603.0;312260;Dom Joaquim;MG;31;0.0;-18.961;-43.2544;0;0;0;0;0;0;0;0;0;1;1
983;1300201.0;130020;Atalaia do Norte;AM;13;0.0;-4.37055;-70.1967;0;0;0;0;0;0;0;0;0;1;1
984;3137106.0;313710;Lagamar;MG;31;0.0;-18.1759;-46.8063;0;0;0;0;0;0;0;0;0;1;1
985;3121209.0;312120;Delfinópolis;MG;31;0.0;-20.3468;-46.8456;0;0;0;0;0;0;0;0;0;1;1
986;3137700.0;313770;Lajinha;MG;31;0.0;-20.1539;-41.6228;0;0;0;0;0;0;0;0;0;1;1
987;3137908.0;313790;Lamim;MG;31;0.0;-20.79;-43.4706;0;0;0;0;0;0;0;0;0;1;1
988;5209952.0;520995;Indiara;GO;52;0.0;-17.1387;-49.9862;0;0;0;0;0;0;0;0;0;1;1
989;3138005.0;313800;Laranjal;MG;31;0.0;-21.3715;-42.4732;0;0;0;0;0;0;0;0;0;1;1
990;3145000.0;314500;Nova Ponte;MG;31;0.0;-19.1461;-47.6779;0;0;0;0;0;0;0;0;0;1;1
991;5105606.0;510560;Matupá;MT;51;0.0;-10.1821;-54.9467;0;0;0;0;0;0;0;0;0;1;1
992;5105580.0;510558;Marcelândia;MT;51;0.0;-11.0463;-54.4377;0;0;0;0;0;0;0;0;0;1;1
993;1400605.0;140060;São Luiz;RR;14;0.0;1.01019;-60.0419;0;0;0;0;0;0;0;0;0;1;1
994;1400159.0;140015;Bonfim;RR;14;0.0;3.36161;-59.8333;0;0;0;0;0;0;0;0;0;1;1
995;5002803.0;500280;Caracol;MS;50;0.0;-22.011;-57.0277;0;0;0;0;0;0;0;0;0;1;1
996;1400308.0;140030;Mucajaí;RR;14;0.0;2.43998;-60.9096;0;0;0;0;0;0;0;0;0;1;1
997;5002605.0;500260;Camapuã;MS;50;0.0;-19.5347;-54.0431;0;0;0;0;0;0;0;0;0;1;1
998;5002100.0;500210;Bela Vista;MS;50;0.0;-22.1073;-56.5263;0;0;0;0;0;0;0;0;0;1;1
999;5001243.0;500124;Aral Moreira;MS;50;0.0;-22.9385;-55.6334;0;0;0;0;0;0;0;0;0;1;1
1000;1400407.0;140040;Normandia;RR;14;0.0;3.8853;-59.6204;0;0;0;0;0;0;0;0;0;1;1
1001;1400456.0;140045;Pacaraima;RR;14;0.0;4.4799;-61.1477;0;0;0;0;0;0;0;0;0;1;1
1002;3152006.0;315200;Pompéu;MG;31;0.0;-19.2257;-45.0141;0;0;0;0;0;0;0;0;0;1;1
1003;4322707.0;432270;Vera Cruz;RS;43;0.0;-29.7184;-52.5152;0;0;0;0;0;0;0;0;0;1;1
1004;1400472.0;140047;Rorainópolis;RR;14;0.0;0.939956;-60.4389;0;0;0;0;0;0;0;0;0;1;1
1005;4322533.0;432253;Vale do Sol;RS;43;0.0;-29.5967;-52.6839;0;0;0;0;0;0;0;0;0;1;1
1006;1400506.0;140050;São João da Baliza;RR;14;0.0;0.951659;-59.9133;0;0;0;0;0;0;0;0;0;1;1
1007;4322301.0;432230;Tuparendi;RS;43;0.0;-27.7598;-54.4814;0;0;0;0;0;0;0;0;0;1;1
1008;5003488.0;500348;Dois Irmãos do Buriti;MS;50;0.0;-20.6848;-55.2915;0;0;0;0;0;0;0;0;0;1;1
1009;4321956.0;432195;Trindade do Sul;RS;43;0.0;-27.5239;-52.8956;0;0;0;0;0;0;0;0;0;1;1
1010;1500131.0;150013;Abel Figueiredo;PA;15;0.0;-4.95333;-48.3933;0;0;0;0;0;0;0;0;0;1;1
1011;3152808.0;315280;Prata;MG;31;0.0;-19.3086;-48.9276;0;0;0;0;0;0;0;0;0;1;1
1012;1500701.0;150070;Anajás;PA;15;0.0;-0.996811;-49.9354;0;0;0;0;0;0;0;0;0;1;1
1013;1500859.0;150085;Anapu;PA;15;0.0;-3.46985;-51.2003;0;0;0;0;0;0;0;0;0;1;1
1014;4321303.0;432130;Taquari;RS;43;0.0;-29.7943;-51.8653;0;0;0;0;0;0;0;0;0;1;1
1015;1501105.0;150110;Bagre;PA;15;0.0;-1.90057;-50.1987;0;0;0;0;0;0;0;0;0;1;1
1016;4321105.0;432110;Tapes;RS;43;0.0;-30.6683;-51.3991;0;0;0;0;0;0;0;0;0;1;1
1017;3154200.0;315420;Resende Costa;MG;31;0.0;-20.9171;-44.2407;0;0;0;0;0;0;0;0;0;1;1
1018;3155504.0;315550;Rio Paranaíba;MG;31;0.0;-19.1861;-46.2455;0;0;0;0;0;0;0;0;0;1;1
1019;4320503.0;432050;Sertão;RS;43;0.0;-27.9798;-52.2588;0;0;0;0;0;0;0;0;0;1;1
1020;4320206.0;432020;Seberi;RS;43;0.0;-27.4829;-53.4026;0;0;0;0;0;0;0;0;0;1;1
1021;4320107.0;432010;Sarandi;RS;43;0.0;-27.942;-52.9231;0;0;0;0;0;0;0;0;0;1;1
1022;5003256.0;500325;Costa Rica;MS;50;0.0;-18.5432;-53.1287;0;0;0;0;0;0;0;0;0;1;1
1023;1400050.0;140005;Alto Alegre;RR;14;0.0;2.98858;-61.3072;0;0;0;0;0;0;0;0;0;1;1
1024;1303502.0;130350;Pauini;AM;13;0.0;-7.71311;-66.992;0;0;0;0;0;0;0;0;0;1;1
1025;3105905.0;310590;Barroso;MG;31;0.0;-21.1907;-43.972;0;0;0;0;0;0;0;0;0;1;1
1026;5105176.0;510517;Juruena;MT;51;0.0;-10.3178;-58.3592;0;0;0;0;0;0;0;0;0;1;1
1027;3109907.0;310990;Caetanópolis;MG;31;0.0;-19.2971;-44.4189;0;0;0;0;0;0;0;0;0;1;1
1028;5105002.0;510500;Jauru;MT;51;0.0;-15.3342;-58.8723;0;0;0;0;0;0;0;0;0;1;1
1029;5104609.0;510460;Itiquira;MT;51;0.0;-17.2147;-54.1422;0;0;0;0;0;0;0;0;0;1;1
1030;5104203.0;510420;Guiratinga;MT;51;0.0;-16.346;-53.7575;0;0;0;0;0;0;0;0;0;1;1
1031;3109006.0;310900;Brumadinho;MG;31;0.0;-20.151;-44.2007;0;0;0;0;0;0;0;0;0;1;1
1032;3108404.0;310840;Botelhos;MG;31;0.0;-21.6412;-46.39100000000001;0;0;0;0;0;0;0;0;0;1;1
1033;5103379.0;510337;Cotriguaçu;MT;51;0.0;-9.85656;-58.4192;0;0;0;0;0;0;0;0;0;1;1
1034;3107505.0;310750;Bom Jardim de Minas;MG;31;0.0;-21.9479;-44.1885;0;0;0;0;0;0;0;0;0;1;1
1035;1303700.0;130370;Santo Antônio do Içá;AM;13;0.0;-3.09544;-67.9463;0;0;0;0;0;0;0;0;0;1;1
1036;5102686.0;510268;Campos de Júlio;MT;51;0.0;-13.7242;-59.2858;0;0;0;0;0;0;0;0;0;1;1
1037;5102678.0;510267;Campo Verde;MT;51;0.0;-15.545;-55.1626;0;0;0;0;0;0;0;0;0;1;1
1038;1304005.0;130400;Silves;AM;13;0.0;-2.81748;-58.24800000000001;0;0;0;0;0;0;0;0;0;1;1
1039;5101605.0;510160;Barão de Melgaço;MT;51;0.0;-16.2067;-55.9623;0;0;0;0;0;0;0;0;0;1;1
1040;5003751.0;500375;Eldorado;MS;50;0.0;-23.7868;-54.2838;0;0;0;0;0;0;0;0;0;1;1
1041;5100607.0;510060;Alto Taquari;MT;51;0.0;-17.8241;-53.2792;0;0;0;0;0;0;0;0;0;1;1
1042;3105400.0;310540;Barão de Cocais;MG;31;0.0;-19.9389;-43.4755;0;0;0;0;0;0;0;0;0;1;1
1043;3148707.0;314870;Pedra Azul;MG;31;0.0;-16.0086;-41.2909;0;0;0;0;0;0;0;0;0;1;1
1044;5007307.0;500730;Rio Negro;MS;50;0.0;-19.447;-54.9859;0;0;0;0;0;0;0;0;0;1;1
1045;5006903.0;500690;Porto Murtinho;MS;50;0.0;-21.6981;-57.8836;0;0;0;0;0;0;0;0;0;1;1
1046;1304260.0;130426;Uarini;AM;13;0.0;-2.99609;-65.1133;0;0;0;0;0;0;0;0;0;1;1
1047;1304302.0;130430;Urucará;AM;13;0.0;-2.52936;-57.7538;0;0;0;0;0;0;0;0;0;1;1
1048;5005608.0;500560;Miranda;MS;50;0.0;-20.2355;-56.3746;0;0;0;0;0;0;0;0;0;1;1
1049;5005251.0;500525;Laguna Carapã;MS;50;0.0;-22.5448;-55.1502;0;0;0;0;0;0;0;0;0;1;1
1050;5004700.0;500470;Ivinhema;MS;50;0.0;-22.3046;-53.8184;0;0;0;0;0;0;0;0;0;1;1
1051;5004601.0;500460;Itaquiraí;MS;50;0.0;-23.4779;-54.187;0;0;0;0;0;0;0;0;0;1;1
1052;5004502.0;500450;Itaporã;MS;50;0.0;-22.08;-54.7934;0;0;0;0;0;0;0;0;0;1;1
1053;5003801.0;500380;Fátima do Sul;MS;50;0.0;-22.3789;-54.5131;0;0;0;0;0;0;0;0;0;1;1
1054;3201704.0;320170;Conceição do Castelo;ES;32;0.0;-20.3639;-41.2417;0;0;0;0;0;0;0;0;0;1;1
1055;3129400.0;312940;Ibertioga;MG;31;0.0;-21.433000000000003;-43.9639;0;0;0;0;0;0;0;0;0;1;1
1056;2109270.0;210927;Presidente Sarney;MA;21;0.0;-2.58799;-45.3595;0;0;0;0;0;0;0;0;0;1;1
1057;2110609.0;211060;São Bernardo;MA;21;0.0;-3.3722300000000005;-42.4191;0;0;0;0;0;0;0;0;0;1;1
1058;4103057.0;410305;Boa Vista da Aparecida;PR;41;0.0;-25.4308;-53.4117;0;0;0;0;0;0;0;0;0;1;1
1059;4102505.0;410250;Barbosa Ferraz;PR;41;0.0;-24.0334;-52.004;0;0;0;0;0;0;0;0;0;1;1
