;codigo_ibge;codigo;municipio;uf;codigo_uf;capital;latitude;longitude;UTI adulto I;UTI adulto II;UTI adulto III;UTI coronariana tipo II -UCO tipo II;UTI coronariana tipo III - UCO tipo III;UTI de Queimados;UTI pediátrica I;UTI pediátrica II;UTI pediátrica III;Unidade isolamento;Total
1060;2914653.0;291465;Itabela;BA;29;0.0;-16.5732;-39.5593;0;0;0;0;0;0;0;0;0;1;1
1061;4102109.0;410210;Astorga;PR;41;0.0;-23.2318;-51.6668;0;0;0;0;0;0;0;0;0;1;1
1062;3304128.0;330412;Quatis;RJ;33;0.0;-22.4045;-44.2597;0;0;0;0;0;0;0;0;0;1;1
1063;4101705.0;410170;Araruna;PR;41;0.0;-23.9315;-52.5021;0;0;0;0;0;0;0;0;0;1;1
1064;4101606.0;410160;Arapoti;PR;41;0.0;-24.1548;-49.8285;0;0;0;0;0;0;0;0;0;1;1
1065;2110237.0;211023;Santana do Maranhão;MA;21;0.0;-3.109;-42.4064;0;0;0;0;0;0;0;0;0;1;1
1066;4101200.0;410120;Antonina;PR;41;0.0;-25.4386;-48.7191;0;0;0;0;0;0;0;0;0;1;1
1067;4101002.0;410100;Ampére;PR;41;0.0;-25.9168;-53.4686;0;0;0;0;0;0;0;0;0;1;1
1068;4100905.0;410090;Amaporã;PR;41;0.0;-23.0943;-52.7866;0;0;0;0;0;0;0;0;0;1;1
1069;2110500.0;211050;São Bento;MA;21;0.0;-2.69781;-44.8289;0;0;0;0;0;0;0;0;0;1;1
1070;2111052.0;211105;São João do Paraíso;MA;21;0.0;-6.45634;-47.0594;0;0;0;0;0;0;0;0;0;1;1
1071;4112405.0;411240;Japurá;PR;41;0.0;-23.4693;-52.5557;0;0;0;0;0;0;0;0;0;1;1
1072;2900108.0;290010;Abaíra;BA;29;0.0;-13.2488;-41.6619;0;0;0;0;0;0;0;0;0;1;1
1073;3555406.0;355540;Ubatuba;SP;35;0.0;-23.4332;-45.0834;0;0;0;0;0;0;0;0;0;1;1
1074;2913408.0;291340;Igaporã;BA;29;0.0;-13.774;-42.7155;0;0;0;0;0;0;0;0;0;1;1
1075;3554508.0;355450;Tietê;SP;35;0.0;-23.1101;-47.7164;0;0;0;0;0;0;0;0;0;1;1
1076;2112308.0;211230;Tuntum;MA;21;0.0;-5.25476;-44.6444;0;0;0;0;0;0;0;0;0;1;1
1077;2112506.0;211250;Tutóia;MA;21;0.0;-2.76141;-42.2755;0;0;0;0;0;0;0;0;0;1;1
1078;3553807.0;355380;Taquarituba;SP;35;0.0;-23.5307;-49.24100000000001;0;0;0;0;0;0;0;0;0;1;1
1079;3553005.0;355300;Taguaí;SP;35;0.0;-23.4452;-49.4024;0;0;0;0;0;0;0;0;0;1;1
1080;2912004.0;291200;Ibiassucê;BA;29;0.0;-14.2711;-42.257;0;0;0;0;0;0;0;0;0;1;1
1081;2200301.0;220030;Alto Longá;PI;22;0.0;-5.25634;-42.2096;0;0;0;0;0;0;0;0;0;1;1
1082;2200400.0;220040;Altos;PI;22;0.0;-5.038880000000002;-42.4612;0;0;0;0;0;0;0;0;0;1;1
1083;2201200.0;220120;Barras;PI;22;0.0;-4.244680000000002;-42.2922;0;0;0;0;0;0;0;0;0;1;1
1084;4103305.0;410330;Borrazópolis;PR;41;0.0;-23.9366;-51.5875;0;0;0;0;0;0;0;0;0;1;1
1085;2109403.0;210940;Primeira Cruz;MA;21;0.0;-2.50568;-43.4232;0;0;0;0;0;0;0;0;0;1;1
1086;4211405.0;421140;Nova Erechim;SC;42;0.0;-26.8982;-52.9066;0;0;0;0;0;0;0;0;0;1;1
1087;3304003.0;330400;Piraí;RJ;33;0.0;-22.6215;-43.9081;0;0;0;0;0;0;0;0;0;1;1
1088;4111902.0;411190;Jaguapitã;PR;41;0.0;-23.1104;-51.5342;0;0;0;0;0;0;0;0;0;1;1
1089;2806701.0;280670;São Cristóvão;SE;28;0.0;-11.0084;-37.2044;0;0;0;0;0;0;0;0;0;1;1
1090;3528502.0;352850;Mairiporã;SP;35;0.0;-23.3171;-46.5897;0;0;0;0;0;0;0;0;0;1;1
1091;2106300.0;210630;Magalhães de Almeida;MA;21;0.0;-3.39232;-42.2117;0;0;0;0;0;0;0;0;0;1;1
1092;4111258.0;411125;Itaperuçu;PR;41;0.0;-25.2193;-49.3454;0;0;0;0;0;0;0;0;0;1;1
1093;4111100.0;411110;Itambé;PR;41;0.0;-23.6601;-51.9912;0;0;0;0;0;0;0;0;0;1;1
1094;2917359.0;291735;Jaborandi;BA;29;0.0;-13.6071;-44.4255;0;0;0;0;0;0;0;0;0;1;1
1095;4109757.0;410975;Ibema;PR;41;0.0;-25.1193;-53.0072;0;0;0;0;0;0;0;0;0;1;1
1096;3507902.0;350790;Brotas;SP;35;0.0;-22.2795;-48.1251;0;0;0;0;0;0;0;0;0;1;1
1097;2916708.0;291670;Itaquara;BA;29;0.0;-13.4459;-39.9378;0;0;0;0;0;0;0;0;0;1;1
1098;2107100.0;210710;Morros;MA;21;0.0;-2.85379;-44.0357;0;0;0;0;0;0;0;0;0;1;1
1099;2107308.0;210730;Nova Iorque;MA;21;0.0;-6.73047;-44.0471;0;0;0;0;0;0;0;0;0;1;1
1100;2915304.0;291530;Itagimirim;BA;29;0.0;-16.0819;-39.6133;0;0;0;0;0;0;0;0;0;1;1
1101;2914901.0;291490;Itacaré;BA;29;0.0;-14.2784;-38.9959;0;0;0;0;0;0;0;0;0;1;1
1102;3303807.0;330380;Paraty;RJ;33;0.0;-23.2221;-44.7175;0;0;0;0;0;0;0;0;0;1;1
1103;2107605.0;210760;Palmeirândia;MA;21;0.0;-2.64433;-44.8933;0;0;0;0;0;0;0;0;0;1;1
1104;4106308.0;410630;Corbélia;PR;41;0.0;-24.7971;-53.3006;0;0;0;0;0;0;0;0;0;1;1
1105;2914703.0;291470;Itaberaba;BA;29;0.0;-12.5242;-40.3059;0;0;0;0;0;0;0;0;0;1;1
1106;4105607.0;410560;Cidade Gaúcha;PR;41;0.0;-23.3772;-52.9436;0;0;0;0;0;0;0;0;0;1;1
1107;2108058.0;210805;Paulino Neves;MA;21;0.0;-2.72094;-42.5258;0;0;0;0;0;0;0;0;0;1;1
1108;3303955.0;330395;Pinheiral;RJ;33;0.0;-22.5172;-44.0022;0;0;0;0;0;0;0;0;0;1;1
1109;2108504.0;210850;Pindaré-Mirim;MA;21;0.0;-3.60985;-45.342;0;0;0;0;0;0;0;0;0;1;1
1110;4104600.0;410460;Capitão Leônidas Marques;PR;41;0.0;-25.4816;-53.6112;0;0;0;0;0;0;0;0;0;1;1
1111;4104501.0;410450;Capanema;PR;41;0.0;-25.6691;-53.8055;0;0;0;0;0;0;0;0;0;1;1
1112;2108801.0;210880;Pirapemas;MA;21;0.0;-3.72041;-44.2216;0;0;0;0;0;0;0;0;0;1;1
1113;2204303.0;220430;Fronteiras;PI;22;0.0;-7.08173;-40.6146;0;0;0;0;0;0;0;0;0;1;1
1114;2207900.0;220790;Pedro II;PI;22;0.0;-4.42585;-41.4482;0;0;0;0;0;0;0;0;0;1;1
1115;3522802.0;352280;Itaporanga;SP;35;0.0;-23.7043;-49.4819;0;0;0;0;0;0;0;0;0;1;1
1116;2903409.0;290340;Belmonte;BA;29;0.0;-15.8608;-38.8758;0;0;0;0;0;0;0;0;0;1;1
1117;2909109.0;290910;Coribe;BA;29;0.0;-13.8232;-44.4586;0;0;0;0;0;0;0;0;0;1;1
1118;2311355.0;231135;Quixelô;CE;23;0.0;-6.24637;-39.2011;0;0;0;0;0;0;0;0;0;1;1
1119;2311801.0;231180;Russas;CE;23;0.0;-4.92673;-37.9721;0;0;0;0;0;0;0;0;0;1;1
1120;2311900.0;231190;Saboeiro;CE;23;0.0;-6.5346;-39.9017;0;0;0;0;0;0;0;0;0;1;1
1121;2908705.0;290870;Condeúba;BA;29;0.0;-14.9022;-41.9718;0;0;0;0;0;0;0;0;0;1;1
1122;2313104.0;231310;Tabuleiro do Norte;CE;23;0.0;-5.243530000000002;-38.1282;0;0;0;0;0;0;0;0;0;1;1
1123;2903904.0;290390;Bom Jesus da Lapa;BA;29;0.0;-13.2506;-43.4108;0;0;0;0;0;0;0;0;0;1;1
1124;2908101.0;290810;Cocos;BA;29;0.0;-14.1814;-44.5352;0;0;0;0;0;0;0;0;0;1;1
1125;2906907.0;290690;Caravelas;BA;29;0.0;-17.7268;-39.2597;0;0;0;0;0;0;0;0;0;1;1
1126;2905909.0;290590;Campo Alegre de Lourdes;BA;29;0.0;-9.52221;-43.0126;0;0;0;0;0;0;0;0;0;1;1
1127;3534609.0;353460;Osvaldo Cruz;SP;35;0.0;-21.7968;-50.8793;0;0;0;0;0;0;0;0;0;1;1
1128;2905503.0;290550;Caldeirão Grande;BA;29;0.0;-11.0208;-40.2956;0;0;0;0;0;0;0;0;0;1;1
1129;2905206.0;290520;Caetité;BA;29;0.0;-14.0684;-42.4861;0;0;0;0;0;0;0;0;0;1;1
1130;2904506.0;290450;Brotas de Macaúbas;BA;29;0.0;-11.9915;-42.6326;0;0;0;0;0;0;0;0;0;1;1
1131;2405207.0;240520;Janduís;RN;24;0.0;-6.01474;-37.4048;0;0;0;0;0;0;0;0;0;1;1
1132;2505709.0;250570;Dona Inês;PB;25;0.0;-6.615660000000001;-35.6205;0;0;0;0;0;0;0;0;0;1;1
1133;2406106.0;240610;Jucurutu;RN;24;0.0;-6.0306;-37.009;0;0;0;0;0;0;0;0;0;1;1
1134;2504801.0;250480;Coremas;PB;25;0.0;-7.00712;-37.9346;0;0;0;0;0;0;0;0;0;1;1
1135;2411205.0;241120;Santa Cruz;RN;24;0.0;-6.22475;-36.0193;0;0;0;0;0;0;0;0;0;1;1
1136;2411403.0;241140;Santana do Matos;RN;24;0.0;-5.94605;-36.6578;0;0;0;0;0;0;0;0;0;1;1
1137;2504405.0;250440;Conceição;PB;25;0.0;-7.55106;-38.5014;0;0;0;0;0;0;0;0;0;1;1
1138;2904902.0;290490;Cachoeira;BA;29;0.0;-12.5994;-38.9587;0;0;0;0;0;0;0;0;0;1;1
1139;2412807.0;241280;São Rafael;RN;24;0.0;-5.79791;-36.8778;0;0;0;0;0;0;0;0;0;1;1
1140;2413359.0;241335;Serra do Mel;RN;24;0.0;-5.17725;-37.0242;0;0;0;0;0;0;0;0;0;1;1
1141;2500403.0;250040;Alagoa Nova;PB;25;0.0;-7.05377;-35.7591;0;0;0;0;0;0;0;0;0;1;1
1142;3505302.0;350530;Barra Bonita;SP;35;0.0;-22.4909;-48.5583;0;0;0;0;0;0;0;0;0;1;1
1143;2310605.0;231060;Penaforte;CE;23;0.0;-7.82163;-39.0707;0;0;0;0;0;0;0;0;0;1;1
1144;2210508.0;221050;São Pedro do Piauí;PI;22;0.0;-5.9207800000000015;-42.7192;0;0;0;0;0;0;0;0;0;1;1
1145;2310308.0;231030;Parambu;CE;23;0.0;-6.20768;-40.6905;0;0;0;0;0;0;0;0;0;1;1
1146;2602605.0;260260;Brejo da Madre de Deus;PE;26;0.0;-8.14933;-36.3741;0;0;0;0;0;0;0;0;0;1;1
1147;2901007.0;290100;Amargosa;BA;29;0.0;-13.0215;-39.602;0;0;0;0;0;0;0;0;0;1;1
1148;2211100.0;221110;União;PI;22;0.0;-4.58571;-42.8583;0;0;0;0;0;0;0;0;0;1;1
1149;2300408.0;230040;Aiuaba;CE;23;0.0;-6.5712199999999985;-40.1178;0;0;0;0;0;0;0;0;0;1;1
1150;2300705.0;230070;Alto Santo;CE;23;0.0;-5.50894;-38.2743;0;0;0;0;0;0;0;0;0;1;1
1151;2910701.0;291070;Euclides da Cunha;BA;29;0.0;-10.5078;-39.0153;0;0;0;0;0;0;0;0;0;1;1
1152;3523602.0;352360;Itirapina;SP;35;0.0;-22.2562;-47.8166;0;0;0;0;0;0;0;0;0;1;1
1153;3305158.0;330515;São José do Vale do Rio Preto;RJ;33;0.0;-22.1525;-42.9327;0;0;0;0;0;0;0;0;0;1;1
1154;2902906.0;290290;Barra do Choça;BA;29;0.0;-14.8654;-40.5791;0;0;0;0;0;0;0;0;0;1;1
1155;3305208.0;330520;São Pedro da Aldeia;RJ;33;0.0;-22.8429;-42.1026;0;0;0;0;0;0;0;0;0;1;1
1156;3305307.0;330530;São Sebastião do Alto;RJ;33;0.0;-21.9578;-42.1328;0;0;0;0;0;0;0;0;0;1;1
1157;2910404.0;291040;Encruzilhada;BA;29;0.0;-15.5302;-40.9124;0;0;0;0;0;0;0;0;0;1;1
1158;2305308.0;230530;Ibiapina;CE;23;0.0;-3.92403;-40.8911;0;0;0;0;0;0;0;0;0;1;1
1159;2514305.0;251430;São José de Caiana;PB;25;0.0;-7.246360000000001;-38.2989;0;0;0;0;0;0;0;0;0;1;1
1160;2909703.0;290970;Cristópolis;BA;29;0.0;-12.2249;-44.4214;0;0;0;0;0;0;0;0;0;1;1
1161;2306801.0;230680;Jaguaribara;CE;23;0.0;-5.67765;-38.5359;0;0;0;0;0;0;0;0;0;1;1
1162;2512507.0;251250;Queimadas;PB;25;0.0;-7.350289999999997;-35.9031;0;0;0;0;0;0;0;0;0;1;1
1163;3544004.0;354400;Rio das Pedras;SP;35;0.0;-22.8417;-47.6047;0;0;0;0;0;0;0;0;0;1;1
1164;2512309.0;251230;Princesa Isabel;PB;25;0.0;-7.73175;-37.9886;0;0;0;0;0;0;0;0;0;1;1
1165;2307809.0;230780;Marco;CE;23;0.0;-3.1285;-40.1582;0;0;0;0;0;0;0;0;0;1;1
1166;2308401.0;230840;Missão Velha;CE;23;0.0;-7.23522;-39.143;0;0;0;0;0;0;0;0;0;1;1
1167;2903276.0;290327;Barrocas;BA;29;0.0;-11.5272;-39.0776;0;0;0;0;0;0;0;0;0;1;1
1168;2909307.0;290930;Correntina;BA;29;0.0;-13.3477;-44.6333;0;0;0;0;0;0;0;0;0;1;1
1169;3525201.0;352520;Jarinu;SP;35;0.0;-23.1039;-46.728;0;0;0;0;0;0;0;0;0;1;1
1170;2310209.0;231020;Paracuru;CE;23;0.0;-3.41436;-39.03;0;0;0;0;0;0;0;0;0;1;1
1171;2918902.0;291880;Laje;BA;29;0.0;-13.1673;-39.4213;0;0;0;0;0;0;0;0;0;1;1
1172;2918456.0;291845;Jucuruçu;BA;29;0.0;-16.8488;-40.1641;0;0;0;0;0;0;0;0;0;1;1
1173;2606309.0;260630;Granito;PE;26;0.0;-7.707110000000001;-39.615;0;0;0;0;0;0;0;0;0;1;1
1174;4127304.0;412730;Terra Rica;PR;41;0.0;-22.7111;-52.6188;0;0;0;0;0;0;0;0;0;1;1
1175;4205308.0;420530;Faxinal dos Guedes;SC;42;0.0;-26.8451;-52.2596;0;0;0;0;0;0;0;0;0;1;1
1176;4204905.0;420490;Descanso;SC;42;0.0;-26.827;-53.5034;0;0;0;0;0;0;0;0;0;1;1
1177;3204708.0;320470;São Gabriel da Palha;ES;32;0.0;-19.0182;-40.5365;0;0;0;0;0;0;0;0;0;1;1
1178;4204707.0;420470;Cunha Porã;SC;42;0.0;-26.895;-53.1662;0;0;0;0;0;0;0;0;0;1;1
1179;1716109.0;171610;Paraíso do Tocantins;TO;17;0.0;-10.175;-48.8823;0;0;0;0;0;0;0;0;0;1;1
1180;1716208.0;171620;Paranã;TO;17;0.0;-12.6167;-47.8734;0;0;0;0;0;0;0;0;0;1;1
1181;2704005.0;270400;Junqueiro;AL;27;0.0;-9.90696;-36.4803;0;0;0;0;0;0;0;0;0;1;1
1182;1716505.0;171650;Pedro Afonso;TO;17;0.0;-8.97034;-48.1729;0;0;0;0;0;0;0;0;0;1;1
1183;4204103.0;420410;Caxambu do Sul;SC;42;0.0;-27.1624;-52.8807;0;0;0;0;0;0;0;0;0;1;1
1184;1716604.0;171660;Peixe;TO;17;0.0;-12.0254;-48.5395;0;0;0;0;0;0;0;0;0;1;1
1185;4203600.0;420360;Campos Novos;SC;42;0.0;-27.4002;-51.2276;0;0;0;0;0;0;0;0;0;1;1
1186;2924504.0;292450;Pindaí;BA;29;0.0;-14.4921;-42.68600000000001;0;0;0;0;0;0;0;0;0;1;1
1187;4203105.0;420310;Caibi;SC;42;0.0;-27.0741;-53.2458;0;0;0;0;0;0;0;0;0;1;1
1188;2701308.0;270130;Cajueiro;AL;27;0.0;-9.3994;-36.1559;0;0;0;0;0;0;0;0;0;1;1
1189;1720903.0;172090;Taguatinga;TO;17;0.0;-12.4026;-46.437;0;0;0;0;0;0;0;0;0;1;1
1190;2924009.0;292400;Paulo Afonso;BA;29;0.0;-9.3983;-38.2216;0;0;0;0;0;0;0;0;0;1;1
1191;2923704.0;292370;Paratinga;BA;29;0.0;-12.687;-43.1798;0;0;0;0;0;0;0;0;0;1;1
1192;2923605.0;292360;Paramirim;BA;29;0.0;-13.4388;-42.2395;0;0;0;0;0;0;0;0;0;1;1
1193;2100832.0;210083;Apicum-Açu;MA;21;0.0;-1.45862;-45.0864;0;0;0;0;0;0;0;0;0;1;1
1194;4201273.0;420127;Arabutã;SC;42;0.0;-27.1587;-52.1423;0;0;0;0;0;0;0;0;0;1;1
1195;4201109.0;420110;Anitápolis;SC;42;0.0;-27.9012;-49.1316;0;0;0;0;0;0;0;0;0;1;1
1196;4200705.0;420070;Alfredo Wagner;SC;42;0.0;-27.7001;-49.3273;0;0;0;0;0;0;0;0;0;1;1
1197;2105658.0;210565;Junco do Maranhão;MA;21;0.0;-1.83888;-46.09;0;0;0;0;0;0;0;0;0;1;1
1198;4128609.0;412860;Verê;PR;41;0.0;-25.8772;-52.9051;0;0;0;0;0;0;0;0;0;1;1
1199;4127809.0;412780;Tomazina;PR;41;0.0;-23.7796;-49.9499;0;0;0;0;0;0;0;0;0;1;1
1200;1710508.0;171050;Itacajá;TO;17;0.0;-8.39293;-47.7726;0;0;0;0;0;0;0;0;0;1;1
1201;4205803.0;420580;Garuva;SC;42;0.0;-26.0292;-48.852;0;0;0;0;0;0;0;0;0;1;1
1202;4206603.0;420660;Guarujá do Sul;SC;42;0.0;-26.3858;-53.5296;0;0;0;0;0;0;0;0;0;1;1
1203;3203163.0;320316;Laranja da Terra;ES;32;0.0;-19.8994;-41.0621;0;0;0;0;0;0;0;0;0;1;1
1204;4211058.0;421105;Monte Carlo;SC;42;0.0;-27.2239;-50.9808;0;0;0;0;0;0;0;0;0;1;1
1205;4211009.0;421100;Mondaí;SC;42;0.0;-27.1008;-53.4032;0;0;0;0;0;0;0;0;0;1;1
1206;4210902.0;421090;Modelo;SC;42;0.0;-26.7729;-53.04;0;0;0;0;0;0;0;0;0;1;1
1207;1508035.0;150803;Tracuateua;PA;15;0.0;-1.07653;-46.9031;0;0;0;0;0;0;0;0;0;1;1
1208;4210308.0;421030;Major Vieira;SC;42;0.0;-26.3709;-50.3266;0;0;0;0;0;0;0;0;0;1;1
1209;2926905.0;292690;Rio do Pires;BA;29;0.0;-13.1185;-42.2902;0;0;0;0;0;0;0;0;0;1;1
1210;4209854.0;420985;Lindóia do Sul;SC;42;0.0;-27.0545;-52.069;0;0;0;0;0;0;0;0;0;1;1
1211;4209607.0;420960;Lauro Muller;SC;42;0.0;-28.3859;-49.4035;0;0;0;0;0;0;0;0;0;1;1
1212;3202900.0;320290;Itarana;ES;32;0.0;-19.875;-40.8753;0;0;0;0;0;0;0;0;0;1;1
1213;3203106.0;320310;Jerônimo Monteiro;ES;32;0.0;-20.7994;-41.3948;0;0;0;0;0;0;0;0;0;1;1
1214;1508357.0;150835;Vitória do Xingu;PA;15;0.0;-2.87922;-52.0088;0;0;0;0;0;0;0;0;0;1;1
1215;4208807.0;420880;Jaguaruna;SC;42;0.0;-28.6146;-49.0296;0;0;0;0;0;0;0;0;0;1;1
1216;1709302.0;170930;Guaraí;TO;17;0.0;-8.83543;-48.5114;0;0;0;0;0;0;0;0;0;1;1
1217;1702000.0;170200;Araguaçu;TO;17;0.0;-12.9289;-49.8231;0;0;0;0;0;0;0;0;0;1;1
1218;2926400.0;292640;Riacho de Santana;BA;29;0.0;-13.6059;-42.9397;0;0;0;0;0;0;0;0;0;1;1
1219;1702307.0;170230;Arapoema;TO;17;0.0;-7.65463;-49.0637;0;0;0;0;0;0;0;0;0;1;1
1220;4208005.0;420800;Itá;SC;42;0.0;-27.2907;-52.3212;0;0;0;0;0;0;0;0;0;1;1
1221;3203403.0;320340;Mimoso do Sul;ES;32;0.0;-21.0628;-41.3615;0;0;0;0;0;0;0;0;0;1;1
1222;4207809.0;420780;Irani;SC;42;0.0;-27.0287;-51.9012;0;0;0;0;0;0;0;0;0;1;1
1223;4207700.0;420770;Ipumirim;SC;42;0.0;-27.0772;-52.1289;0;0;0;0;0;0;0;0;0;1;1
1224;4207650.0;420765;Iporã do Oeste;SC;42;0.0;-26.9854;-53.5355;0;0;0;0;0;0;0;0;0;1;1
1225;3203908.0;320390;Nova Venécia;ES;32;0.0;-18.715;-40.4053;0;0;0;0;0;0;0;0;0;1;1
1226;1702406.0;170240;Arraias;TO;17;0.0;-12.9287;-46.9359;0;0;0;0;0;0;0;0;0;1;1
1227;2805406.0;280540;Poço Redondo;SE;28;0.0;-9.80616;-37.6833;0;0;0;0;0;0;0;0;0;1;1
1228;4127403.0;412740;Terra Roxa;PR;41;0.0;-24.1575;-54.0988;0;0;0;0;0;0;0;0;0;1;1
1229;4200408.0;420040;Água Doce;SC;42;0.0;-26.9985;-51.5528;0;0;0;0;0;0;0;0;0;1;1
1230;2502409.0;250240;Bonito de Santa Fé;PB;25;0.0;-7.31341;-38.5133;0;0;0;0;0;0;0;0;0;1;1
1231;2610806.0;261080;Pedra;PE;26;0.0;-8.496410000000001;-36.94;0;0;0;0;0;0;0;0;0;1;1
1232;2920502.0;292050;Maracás;BA;29;0.0;-13.4355;-40.4323;0;0;0;0;0;0;0;0;0;1;1
1233;2612455.0;261245;Santa Cruz;PE;26;0.0;-8.241530000000001;-40.3434;0;0;0;0;0;0;0;0;0;1;1
1234;2103752.0;210375;Davinópolis;MA;21;0.0;-5.54637;-47.4217;0;0;0;0;0;0;0;0;0;1;1
1235;2611705.0;261170;Riacho das Almas;PE;26;0.0;-8.13742;-35.8648;0;0;0;0;0;0;0;0;0;1;1
1236;4127205.0;412720;Terra Boa;PR;41;0.0;-23.7683;-52.447;0;0;0;0;0;0;0;0;0;1;1
1237;4118303.0;411830;Paranapoema;PR;41;0.0;-22.6412;-52.0905;0;0;0;0;0;0;0;0;0;1;1
1238;4117909.0;411790;Palotina;PR;41;0.0;-24.2868;-53.8404;0;0;0;0;0;0;0;0;0;1;1
1239;2920205.0;292020;Malhada;BA;29;0.0;-14.3371;-43.7686;0;0;0;0;0;0;0;0;0;1;1
1240;2104107.0;210410;Fortaleza dos Nogueiras;MA;21;0.0;-6.95983;-46.1749;0;0;0;0;0;0;0;0;0;1;1
1241;4117503.0;411750;Paiçandu;PR;41;0.0;-23.4555;-52.04600000000001;0;0;0;0;0;0;0;0;0;1;1
1242;4117271.0;411727;Nova Tebas;PR;41;0.0;-24.438;-51.9454;0;0;0;0;0;0;0;0;0;1;1
1243;4117222.0;411722;Nova Santa Rosa;PR;41;0.0;-24.4693;-53.9552;0;0;0;0;0;0;0;0;0;1;1
1244;4119509.0;411950;Piraquara;PR;41;0.0;-25.4422;-49.0624;0;0;0;0;0;0;0;0;0;1;1
1245;4117255.0;411725;Nova Prata do Iguaçu;PR;41;0.0;-25.6309;-53.3469;0;0;0;0;0;0;0;0;0;1;1
1246;4117206.0;411720;Nova Olímpia;PR;41;0.0;-23.4703;-53.0898;0;0;0;0;0;0;0;0;0;1;1
1247;4117107.0;411710;Nova Londrina;PR;41;0.0;-22.7639;-52.9868;0;0;0;0;0;0;0;0;0;1;1
1248;4116950.0;411695;Nova Esperança do Sudoeste;PR;41;0.0;-25.9004;-53.2618;0;0;0;0;0;0;0;0;0;1;1
1249;4116901.0;411690;Nova Esperança;PR;41;0.0;-23.182;-52.2031;0;0;0;0;0;0;0;0;0;1;1
1250;3509205.0;350920;Cajamar;SP;35;0.0;-23.355;-46.8781;0;0;0;0;0;0;0;0;0;1;1
1251;3301207.0;330120;Carmo;RJ;33;0.0;-21.931;-42.6046;0;0;0;0;0;0;0;0;0;1;1
1252;2920106.0;292010;Mairi;BA;29;0.0;-11.7107;-40.1437;0;0;0;0;0;0;0;0;0;1;1
1253;4115408.0;411540;Marmeleiro;PR;41;0.0;-26.1472;-53.0267;0;0;0;0;0;0;0;0;0;1;1
1254;4114500.0;411450;Manoel Ribas;PR;41;0.0;-24.5144;-51.6658;0;0;0;0;0;0;0;0;0;1;1
1255;2919926.0;291992;Madre de Deus;BA;29;0.0;-12.7446;-38.6153;0;0;0;0;0;0;0;0;0;1;1
1256;4119152.0;411915;Pinhais;PR;41;0.0;-25.4429;-49.1927;0;0;0;0;0;0;0;0;0;1;1
1257;2921005.0;292100;Mata de São João;BA;29;0.0;-12.5307;-38.3009;0;0;0;0;0;0;0;0;0;1;1
1258;3128600.0;312860;Guarda-Mor;MG;31;0.0;-17.7673;-47.0998;0;0;0;0;0;0;0;0;0;1;1
1259;2101772.0;210177;Bela Vista do Maranhão;MA;21;0.0;-3.72618;-45.3075;0;0;0;0;0;0;0;0;0;1;1
1260;2101970.0;210197;Boa Vista do Gurupi;MA;21;0.0;-1.77614;-46.3002;0;0;0;0;0;0;0;0;0;1;1
1261;4125209.0;412520;São Jorge d'Oeste;PR;41;0.0;-25.7085;-52.9204;0;0;0;0;0;0;0;0;0;1;1
1262;3517604.0;351760;Guapiara;SP;35;0.0;-24.1892;-48.5295;0;0;0;0;0;0;0;0;0;1;1
1263;2609501.0;260950;Nazaré da Mata;PE;26;0.0;-7.74149;-35.2193;0;0;0;0;0;0;0;0;0;1;1
1264;4124400.0;412440;Santo Antônio do Sudoeste;PR;41;0.0;-26.0737;-53.7251;0;0;0;0;0;0;0;0;0;1;1
1265;2102804.0;210280;Carolina;MA;21;0.0;-7.335839999999999;-47.4634;0;0;0;0;0;0;0;0;0;1;1
1266;4123006.0;412300;Salto do Lontra;PR;41;0.0;-25.7813;-53.3135;0;0;0;0;0;0;0;0;0;1;1
1267;4122651.0;412265;Rosário do Ivaí;PR;41;0.0;-24.2682;-51.272;0;0;0;0;0;0;0;0;0;1;1
1268;2612471.0;261247;Santa Cruz da Baixa Verde;PE;26;0.0;-7.813389999999999;-38.1476;0;0;0;0;0;0;0;0;0;1;1
1269;4122602.0;412260;Rondon;PR;41;0.0;-23.412;-52.7659;0;0;0;0;0;0;0;0;0;1;1
1270;3301850.0;330185;Guapimirim;RJ;33;0.0;-22.5347;-42.9895;0;0;0;0;0;0;0;0;0;1;1
1271;4122404.0;412240;Rolândia;PR;41;0.0;-23.3101;-51.3659;0;0;0;0;0;0;0;0;0;1;1
1272;4122008.0;412200;Rio Azul;PR;41;0.0;-25.7306;-50.7985;0;0;0;0;0;0;0;0;0;1;1
1273;4120903.0;412090;Quedas do Iguaçu;PR;41;0.0;-25.4492;-52.9102;0;0;0;0;0;0;0;0;0;1;1
1274;4126702.0;412670;Tamboara;PR;41;0.0;-23.2036;-52.4743;0;0;0;0;0;0;0;0;0;1;1
1275;2102903.0;210290;Carutapera;MA;21;0.0;-1.19696;-46.0085;0;0;0;0;0;0;0;0;0;1;1
1276;4113759.0;411375;Lunardelli;PR;41;0.0;-24.0821;-51.7368;0;0;0;0;0;0;0;0;0;1;1
1277;2612554.0;261255;Santa Filomena;PE;26;0.0;-8.16688;-40.6079;0;0;0;0;0;0;0;0;0;1;1
1278;2921203.0;292120;Miguel Calmon;BA;29;0.0;-11.4299;-40.6031;0;0;0;0;0;0;0;0;0;1;1
1279;2921104.0;292110;Medeiros Neto;BA;29;0.0;-17.3707;-40.2238;0;0;0;0;0;0;0;0;0;1;1
1280;4119806.0;411980;Planalto;PR;41;0.0;-25.7211;-53.7642;0;0;0;0;0;0;0;0;0;1;1
